,DATE,ORIGIN_STATE_NM,DEST_STATE_NM,PASSENGERS,FREIGHT,MAIL,DISTANCE,SLIDER_KEYS
7916,2019-06,Colorado,Michigan,61593,21119.0,22006,11722,5
7917,2019-06,Colorado,Minnesota,81582,61630.0,54847,6165,5
7918,2019-06,Colorado,Mississippi,1381,0.0,0,967,5
7919,2019-06,Colorado,Missouri,89605,75680.0,21771,11099,5
7920,2019-06,Colorado,Montana,51216,22575.0,14742,10728,5
7921,2019-06,Colorado,Nebraska,36184,17506.0,17120,4508,5
7922,2019-06,Colorado,Nevada,109560,29634.0,3236,6752,5
7923,2019-06,Colorado,New Jersey,48413,64464.0,28883,4815,5
7924,2019-06,Colorado,New Mexico,28397,7007.0,0,2397,5
7925,2019-06,Colorado,New York,90759,26076.0,19585,23292,5
7926,2019-06,Colorado,North Carolina,62659,39087.0,46277,12241,5
7927,2019-06,Colorado,North Dakota,26989,0.0,0,8166,5
7928,2019-06,Colorado,Ohio,52023,49303.0,19851,12559,5
7929,2019-06,Colorado,Oklahoma,39691,23846.0,0,6719,5
7930,2019-06,Colorado,Oregon,69887,50288.0,46583,12555,5
7931,2019-06,Colorado,Pennsylvania,64268,90939.0,71065,15630,5
7932,2019-06,Colorado,Puerto Rico,652,3635.0,0,2733,5
7933,2019-06,Colorado,Rhode Island,1542,0.0,0,3474,5
7934,2019-06,Colorado,South Carolina,11092,891.0,0,9666,5
7935,2019-06,Colorado,South Dakota,21035,1.0,0,4336,5
7936,2019-06,Colorado,Tennessee,53228,36230.0,674,16210,5
7937,2019-06,Colorado,Texas,333581,396457.0,134716,39405,5
7938,2019-06,Colorado,Utah,78173,111426.0,8702,4589,5
7939,2019-06,Colorado,Vermont,2875,0.0,0,3278,5
7940,2019-06,Colorado,Virginia,91525,133848.0,22378,17870,5
7941,2019-06,Colorado,Washington,120742,130266.0,29821,11204,5
7942,2019-06,Colorado,Wisconsin,40339,12490.0,0,10398,5
7943,2019-06,Colorado,Wyoming,31021,2647.0,0,4437,5
7944,2019-06,Connecticut,Alabama,19,1.0,0,961,5
7945,2019-06,Connecticut,Arizona,121,1428.0,0,2213,5
7946,2019-06,Connecticut,California,2511,1677.0,2502,15286,5
7947,2019-06,Connecticut,Colorado,11005,11069.0,12856,5013,5
7948,2019-06,Connecticut,Florida,59752,9708.0,5471,14595,5
7949,2019-06,Connecticut,Georgia,28627,10200.0,91937,2577,5
7950,2019-06,Connecticut,Hawaii,27,0.0,0,4992,5
7951,2019-06,Connecticut,Illinois,40200,31284.0,71382,4692,5
7952,2019-06,Connecticut,Indiana,28,595.0,0,729,5
7953,2019-06,Connecticut,Kentucky,1423,206.0,0,1983,5
7954,2019-06,Connecticut,Louisiana,95,0.0,0,1279,5
7955,2019-06,Connecticut,Maryland,17587,30991.0,0,283,5
7956,2019-06,Connecticut,Massachusetts,247,0.0,0,329,5
7957,2019-06,Connecticut,Michigan,15186,7673.0,102294,549,5
7958,2019-06,Connecticut,Minnesota,12383,516.0,74409,3150,5
7959,2019-06,Connecticut,Missouri,4300,5326.0,0,2126,5
7960,2019-06,Connecticut,Nevada,72,650.0,0,4744,5
7961,2019-06,Connecticut,New York,674,0.0,0,474,5
7962,2019-06,Connecticut,North Carolina,27070,5857.0,45252,2957,5
7963,2019-06,Connecticut,Ohio,1170,0.0,0,476,5
7964,2019-06,Connecticut,Oregon,27,90.0,0,2470,5
7965,2019-06,Connecticut,Pennsylvania,13602,2488.0,0,1308,5
7966,2019-06,Connecticut,Puerto Rico,7857,190.0,0,3332,5
7967,2019-06,Connecticut,South Carolina,4932,0.0,0,664,5
7968,2019-06,Connecticut,Tennessee,130,26.0,0,1901,5
7969,2019-06,Connecticut,Texas,6607,537.0,5872,6114,5
7970,2019-06,Connecticut,Virginia,23862,3471.0,24759,2543,5
7971,2019-06,Connecticut,Washington,159,667.0,0,4641,5
7972,2019-06,Connecticut,Wisconsin,1,0.0,0,780,5
7973,2019-06,Florida,Alabama,16870,9676.0,0,4732,5
7974,2019-06,Florida,Alaska,1,0.0,0,3818,5
7975,2019-06,Florida,Arizona,60179,65335.0,79601,26927,5
7976,2019-06,Florida,Arkansas,9183,150.0,0,4773,5
7977,2019-06,Florida,California,211632,650355.0,210881,153534,5
7978,2019-06,Florida,Colorado,159441,93930.0,35948,41681,5
7979,2019-06,Florida,Connecticut,60776,25093.0,69,15732,5
7980,2019-06,Florida,Florida,277689,158562.0,34226,23363,5
7981,2019-06,Florida,Georgia,777413,726998.0,222973,17201,5
7982,2019-06,Florida,Idaho,8,0.0,0,3983,5
7983,2019-06,Florida,Illinois,350485,318138.0,96648,67911,5
7984,2019-06,Florida,Indiana,92760,29585.0,12,23051,5
7985,2019-06,Florida,Iowa,12549,0.0,0,10861,5
7986,2019-06,Florida,Kansas,2542,1320.0,0,3004,5
7987,2019-06,Florida,Kentucky,116521,7739.0,42,30302,5
7988,2019-06,Florida,Louisiana,71299,42981.0,17158,9820,5
7989,2019-06,Florida,Maine,6748,0.0,0,10359,5
7990,2019-06,Florida,Maryland,180575,289310.0,0,17448,5
7991,2019-06,Florida,Massachusetts,187316,92780.0,69334,31419,5
7992,2019-06,Florida,Michigan,178781,47883.0,74567,32588,5
7993,2019-06,Florida,Minnesota,81086,96401.0,86703,20318,5
7994,2019-06,Florida,Mississippi,2214,0.0,0,1073,5
7995,2019-06,Florida,Missouri,113311,69517.0,2788,27653,5
7996,2019-06,Florida,Nebraska,6103,1229.0,0,8377,5
7997,2019-06,Florida,Nevada,63910,59855.0,4866,35464,5
7998,2019-06,Florida,New Hampshire,14787,3073.0,0,8469,5
7999,2019-06,Florida,New Jersey,288889,111602.0,71758,37074,5
8000,2019-06,Florida,New Mexico,1203,1368.0,0,6219,5
8001,2019-06,Florida,New York,623510,672619.0,288962,113700,5
8002,2019-06,Florida,North Carolina,391659,96010.0,111480,38985,5
8003,2019-06,Florida,North Dakota,2468,0.0,0,3136,5
8004,2019-06,Florida,Ohio,135473,20902.0,0,42286,5
8005,2019-06,Florida,Oklahoma,14397,115.0,0,13347,5
8006,2019-06,Florida,Oregon,5089,916.0,375,17823,5
8007,2019-06,Florida,Pennsylvania,309942,262939.0,19843,50971,5
8008,2019-06,Florida,Puerto Rico,198800,460416.0,78898,19249,5
8009,2019-06,Florida,Rhode Island,35946,14341.0,0,13478,5
8010,2019-06,Florida,South Carolina,21638,1173.0,0,8679,5
8011,2019-06,Florida,South Dakota,3250,0.0,0,2668,5
8012,2019-06,Florida,Tennessee,157896,79680.0,0,23488,5
8013,2019-06,Florida,Texas,644493,1114647.0,212129,107006,5
8014,2019-06,Florida,U.S. Virgin Islands,27023,36981.0,1426,5739,5
8015,2019-06,Florida,Utah,33572,19526.0,11170,19641,5
8016,2019-06,Florida,Virginia,241154,59496.0,5214,52991,5
8017,2019-06,Florida,Washington,32528,43858.0,6164,35579,5
8018,2019-06,Florida,West Virginia,11656,0.0,0,4344,5
8019,2019-06,Florida,Wisconsin,27741,10012.0,0,14113,5
8020,2019-06,Georgia,Alabama,84123,46289.0,23872,1706,5
8021,2019-06,Georgia,Alaska,5339,18406.0,5288,3417,5
8022,2019-06,Georgia,Arizona,53797,67336.0,198107,7843,5
8023,2019-06,Georgia,Arkansas,40097,11456.0,0,3252,5
8024,2019-06,Georgia,California,251718,846492.0,714759,46255,5
8025,2019-06,Georgia,Colorado,91288,78718.0,183744,16202,5
8026,2019-06,Georgia,Connecticut,28755,17544.0,41397,1718,5
8027,2019-06,Georgia,Florida,773592,407162.0,374978,17515,5
8028,2019-06,Georgia,Georgia,131698,28986.0,0,3349,5
8029,2019-06,Georgia,Hawaii,6984,241983.0,59310,4502,5
8030,2019-06,Georgia,Idaho,4,9.0,0,1838,5
8031,2019-06,Georgia,Illinois,146271,144006.0,29072,11626,5
8032,2019-06,Georgia,Indiana,63458,40979.0,8523,3742,5
8033,2019-06,Georgia,Iowa,18017,19536.0,0,2825,5
8034,2019-06,Georgia,Kansas,12187,2603.0,0,1564,5
8035,2019-06,Georgia,Kentucky,84712,98015.0,20764,3608,5
8036,2019-06,Georgia,Louisiana,101603,35918.0,22805,5730,5
8037,2019-06,Georgia,Maine,11708,1062.0,0,2054,5
8038,2019-06,Georgia,Maryland,80780,71537.0,9819,2874,5
8039,2019-06,Georgia,Massachusetts,93507,154653.0,32786,5586,5
8040,2019-06,Georgia,Michigan,97523,66999.0,36755,7438,5
8041,2019-06,Georgia,Minnesota,67089,64591.0,69913,5551,5
8042,2019-06,Georgia,Mississippi,39136,30243.0,0,1286,5
8043,2019-06,Georgia,Missouri,108387,83244.0,27188,2915,5
8044,2019-06,Georgia,Montana,4013,321.0,0,5282,5
8045,2019-06,Georgia,Nebraska,22264,9983.0,35955,2483,5
8046,2019-06,Georgia,Nevada,66890,40551.0,123287,8981,5
8047,2019-06,Georgia,New Hampshire,4384,328.0,0,1896,5
8048,2019-06,Georgia,New Jersey,81944,87978.0,90008,7904,5
8049,2019-06,Georgia,New Mexico,14034,5652.0,0,2538,5
8050,2019-06,Georgia,New York,239199,231837.0,39497,22243,5
8051,2019-06,Georgia,North Carolina,202352,126152.0,135989,6047,5
8052,2019-06,Georgia,Ohio,118105,95636.0,10463,5224,5
8053,2019-06,Georgia,Oklahoma,35091,24059.0,0,2870,5
8054,2019-06,Georgia,Oregon,22740,22821.0,96210,4344,5
8055,2019-06,Georgia,Pennsylvania,136348,108323.0,51783,11567,5
8056,2019-06,Georgia,Puerto Rico,22626,198963.0,84866,4641,5
8057,2019-06,Georgia,Rhode Island,13168,10472.0,0,3563,5
8058,2019-06,Georgia,South Carolina,116578,73419.0,0,2530,5
8059,2019-06,Georgia,South Dakota,3867,236.0,0,2184,5
8060,2019-06,Georgia,Tennessee,145721,116977.0,41917,3026,5
8061,2019-06,Georgia,Texas,330239,332254.0,448177,26811,5
8062,2019-06,Georgia,U.S. Virgin Islands,10690,2464.0,0,3237,5
8063,2019-06,Georgia,Utah,52770,100850.0,141022,4770,5
8064,2019-06,Georgia,Vermont,4846,467.0,0,1922,5
8065,2019-06,Georgia,Virginia,232602,161075.0,24509,12413,5
8066,2019-06,Georgia,Washington,55060,166206.0,144783,10910,5
8067,2019-06,Georgia,West Virginia,7665,5009.0,0,726,5
8068,2019-06,Georgia,Wisconsin,57241,17910.0,12493,5897,5
8069,2019-06,Georgia,Wyoming,1892,0.0,0,1572,5
8070,2019-06,Hawaii,Alaska,4495,2709.0,0,2777,5
8071,2019-06,Hawaii,Arizona,39494,203596.0,2421,14518,5
8072,2019-06,Hawaii,California,482396,3576150.0,137277,145702,5
8073,2019-06,Hawaii,Colorado,29267,470080.0,23260,13410,5
8074,2019-06,Hawaii,Georgia,7082,496551.0,9196,4502,5
8075,2019-06,Hawaii,Hawaii,622461,1764875.0,76989,5442,5
8076,2019-06,Hawaii,Illinois,18016,347614.0,12284,8427,5
8077,2019-06,Hawaii,Massachusetts,7071,251219.0,0,5095,5
8078,2019-06,Hawaii,Michigan,477,25576.0,0,4475,5
8079,2019-06,Hawaii,Minnesota,5914,346467.0,0,3972,5
8080,2019-06,Hawaii,Nevada,20216,349008.0,2227,2762,5
8081,2019-06,Hawaii,New Jersey,6628,285635.0,17103,4962,5
8082,2019-06,Hawaii,New York,7920,451219.0,15494,4983,5
8083,2019-06,Hawaii,Oregon,26968,68498.0,4038,20774,5
8084,2019-06,Hawaii,Texas,48188,1525279.0,12419,22721,5
8085,2019-06,Hawaii,U.S. Pacific Trust Territories and Possessions,11711,82554.0,343160,6400,5
8086,2019-06,Hawaii,Utah,5831,53351.0,0,2994,5
8087,2019-06,Hawaii,Virginia,6489,173997.0,641,9571,5
8088,2019-06,Hawaii,Washington,83031,513267.0,6401,26729,5
8089,2019-06,Idaho,Arizona,12870,5631.0,0,2174,5
8090,2019-06,Idaho,California,44874,2583.0,0,12524,5
8091,2019-06,Idaho,Colorado,27196,2645.0,0,4069,5
8092,2019-06,Idaho,Florida,20,0.0,0,4507,5
8093,2019-06,Idaho,Georgia,75,0.0,0,3676,5
8094,2019-06,Idaho,Idaho,74,0.0,0,71,5
8095,2019-06,Idaho,Illinois,5908,0.0,0,2885,5
8096,2019-06,Idaho,Louisiana,130,0.0,0,1706,5
8097,2019-06,Idaho,Minnesota,11791,1447.0,0,4365,5
8098,2019-06,Idaho,Missouri,43,0.0,0,2535,5
8099,2019-06,Idaho,Nebraska,44,0.0,0,1048,5
8100,2019-06,Idaho,Nevada,11279,951.0,0,2246,5
8101,2019-06,Idaho,New Mexico,32,48.0,0,781,5
8102,2019-06,Idaho,North Carolina,18,0.0,0,2045,5
8103,2019-06,Idaho,Oklahoma,17,0.0,0,2330,5
8104,2019-06,Idaho,Oregon,12869,2712.0,0,1032,5
8105,2019-06,Idaho,Pennsylvania,46,0.0,0,1850,5
8106,2019-06,Idaho,Texas,10625,4689.0,0,6809,5
8107,2019-06,Idaho,Utah,40533,1974.0,0,2241,5
8108,2019-06,Idaho,Virginia,1,0.0,0,2049,5
8109,2019-06,Idaho,Washington,39472,14230.0,4211,3044,5
8110,2019-06,Illinois,Alabama,20048,5194.0,0,7546,5
8111,2019-06,Illinois,Alaska,19395,8901.0,13817,8477,5
8112,2019-06,Illinois,Arizona,108519,92708.0,252993,16760,5
8113,2019-06,Illinois,Arkansas,23903,1813.0,0,5892,5
8114,2019-06,Illinois,California,425322,947170.0,1463644,53142,5
8115,2019-06,Illinois,Colorado,158918,297671.0,451416,15036,5
8116,2019-06,Illinois,Connecticut,39593,44934.0,27720,5475,5
8117,2019-06,Illinois,Florida,351710,215330.0,344732,65958,5
8118,2019-06,Illinois,Georgia,145455,81519.0,76387,11626,5
8119,2019-06,Illinois,Hawaii,17758,48899.0,171811,12640,5
8120,2019-06,Illinois,Idaho,5664,0.0,0,1437,5
8121,2019-06,Illinois,Illinois,59267,207.0,0,4296,5
8122,2019-06,Illinois,Indiana,50006,7114.0,94,2867,5
8123,2019-06,Illinois,Iowa,43332,1699.0,0,4561,5
8124,2019-06,Illinois,Kansas,13337,551.0,0,5814,5
8125,2019-06,Illinois,Kentucky,72059,55955.0,0,5674,5
8126,2019-06,Illinois,Louisiana,30545,8301.0,13272,5841,5
8127,2019-06,Illinois,Maine,16170,384.0,0,9307,5
8128,2019-06,Illinois,Maryland,64525,57124.0,2950,3716,5
8129,2019-06,Illinois,Massachusetts,112596,60986.0,42266,5196,5
8130,2019-06,Illinois,Michigan,134457,98989.0,9952,8998,5
8131,2019-06,Illinois,Minnesota,129503,79248.0,88601,6462,5
8132,2019-06,Illinois,Mississippi,1238,0.0,0,2073,5
8133,2019-06,Illinois,Missouri,135959,69208.0,23737,11122,5
8134,2019-06,Illinois,Montana,24073,1598.0,0,14943,5
8135,2019-06,Illinois,Nebraska,48468,25425.0,3405,5199,5
8136,2019-06,Illinois,Nevada,123621,102777.0,106007,18243,5
8137,2019-06,Illinois,New Hampshire,12186,4050.0,0,1681,5
8138,2019-06,Illinois,New Jersey,92549,673885.0,252084,4279,5
8139,2019-06,Illinois,New Mexico,17375,4582.0,0,6711,5
8140,2019-06,Illinois,New York,308747,108191.0,56834,27007,5
8141,2019-06,Illinois,North Carolina,134161,86510.0,16622,15566,5
8142,2019-06,Illinois,North Dakota,11886,375.0,0,5490,5
8143,2019-06,Illinois,Ohio,124756,99556.0,4121,7873,5
8144,2019-06,Illinois,Oklahoma,27272,4588.0,0,8942,5
8145,2019-06,Illinois,Oregon,38873,18045.0,143840,12164,5
8146,2019-06,Illinois,Pennsylvania,165603,131686.0,91420,16171,5
8147,2019-06,Illinois,Puerto Rico,11978,28957.0,35362,8273,5
8148,2019-06,Illinois,Rhode Island,20567,9962.0,0,5936,5
8149,2019-06,Illinois,South Carolina,42847,5005.0,0,14491,5
8150,2019-06,Illinois,South Dakota,19153,600.0,0,8238,5
8151,2019-06,Illinois,Tennessee,88994,29994.0,257,12368,5
8152,2019-06,Illinois,Texas,315188,1252925.0,476102,35013,5
8153,2019-06,Illinois,Utah,40201,53651.0,65163,8759,5
8154,2019-06,Illinois,Vermont,11229,786.0,0,3815,5
8155,2019-06,Illinois,Virginia,158520,41854.0,53770,16865,5
8156,2019-06,Illinois,Washington,100617,136707.0,223826,13347,5
8157,2019-06,Illinois,West Virginia,5519,0.0,0,1349,5
8158,2019-06,Illinois,Wisconsin,66030,2179.0,0,3427,5
8159,2019-06,Illinois,Wyoming,13069,255.0,0,3401,5
8160,2019-06,Indiana,Alabama,6,0.0,0,351,5
8161,2019-06,Indiana,Arizona,17024,19022.0,27132,7495,5
8162,2019-06,Indiana,California,22638,14457.0,61214,22216,5
8163,2019-06,Indiana,Colorado,27143,30175.0,1162,5862,5
8164,2019-06,Indiana,Connecticut,11,0.0,0,729,5
8165,2019-06,Indiana,Florida,92247,23894.0,0,23494,5
8166,2019-06,Indiana,Georgia,64383,29357.0,38229,3742,5
8167,2019-06,Indiana,Idaho,29,0.0,0,1563,5
8168,2019-06,Indiana,Illinois,51672,16740.0,11757,2867,5
8169,2019-06,Indiana,Iowa,10,0.0,0,407,5
8170,2019-06,Indiana,Louisiana,613,0.0,0,707,5
8171,2019-06,Indiana,Maine,167,0.0,0,869,5
8172,2019-06,Indiana,Maryland,11614,15729.0,0,516,5
8173,2019-06,Indiana,Massachusetts,6965,2556.0,0,1636,5
8174,2019-06,Indiana,Michigan,27589,117.0,17857,1704,5
8175,2019-06,Indiana,Minnesota,20293,2771.0,53714,2757,5
8176,2019-06,Indiana,Missouri,4294,2829.0,0,842,5
8177,2019-06,Indiana,Nevada,23417,28306.0,0,7954,5
8178,2019-06,Indiana,New Jersey,9335,0.0,0,1290,5
8179,2019-06,Indiana,New Mexico,19,0.0,0,1161,5
8180,2019-06,Indiana,New York,15241,61.0,0,5346,5
8181,2019-06,Indiana,North Carolina,30139,1791.0,0,4156,5
8182,2019-06,Indiana,Oklahoma,60,0.0,0,688,5
8183,2019-06,Indiana,Oregon,113,122.0,0,1877,5
8184,2019-06,Indiana,Pennsylvania,12348,300.0,0,2620,5
8185,2019-06,Indiana,Puerto Rico,19,0.0,0,1902,5
8186,2019-06,Indiana,South Carolina,4426,0.0,0,2361,5
8187,2019-06,Indiana,Tennessee,1,0.0,0,410,5
8188,2019-06,Indiana,Texas,49509,21206.0,26648,14871,5
8189,2019-06,Indiana,Utah,3715,843.0,5280,1355,5
8190,2019-06,Indiana,Virginia,16181,517.0,0,3923,5
8191,2019-06,Indiana,Washington,8685,4085.0,12768,8888,5
8192,2019-06,Iowa,Alabama,6,0.0,0,667,5
8193,2019-06,Iowa,Arizona,12582,0.0,0,3526,5
8194,2019-06,Iowa,California,2508,0.0,0,7384,5
8195,2019-06,Iowa,Colorado,27642,2988.0,0,6405,5
8196,2019-06,Iowa,Florida,12775,0.0,0,8795,5
8197,2019-06,Iowa,Georgia,18380,6081.0,0,3568,5
8198,2019-06,Iowa,Illinois,42362,3956.0,0,4561,5
8199,2019-06,Iowa,Iowa,436,0.0,0,624,5
8200,2019-06,Iowa,Louisiana,91,0.0,0,1605,5
8201,2019-06,Iowa,Maine,49,0.0,0,1196,5
8202,2019-06,Iowa,Massachusetts,4,0.0,0,1165,5
8203,2019-06,Iowa,Michigan,12112,0.0,0,1928,5
8204,2019-06,Iowa,Minnesota,15384,0.0,0,971,5
8205,2019-06,Iowa,Missouri,7000,0.0,0,735,5
8206,2019-06,Iowa,Nevada,7452,0.0,0,3751,5
8207,2019-06,Iowa,New York,3188,0.0,0,3093,5
8208,2019-06,Iowa,North Carolina,9592,0.0,0,2449,5
8209,2019-06,Iowa,Ohio,83,0.0,0,1188,5
8210,2019-06,Iowa,Pennsylvania,3585,0.0,0,972,5
8211,2019-06,Iowa,Tennessee,1431,0.0,0,1011,5
8212,2019-06,Iowa,Texas,22677,718.0,0,3392,5
8213,2019-06,Iowa,Utah,1987,0.0,0,1910,5
8214,2019-06,Iowa,Virginia,3217,0.0,0,897,5
8215,2019-06,Kansas,Arizona,4750,737.0,0,1725,5
8216,2019-06,Kansas,California,1866,414.0,0,6269,5
8217,2019-06,Kansas,Colorado,14668,765.0,0,4405,5
8218,2019-06,Kansas,Connecticut,13,0.0,0,1345,5
8219,2019-06,Kansas,Florida,3065,0.0,0,5097,5
8220,2019-06,Kansas,Georgia,11822,2320.0,0,782,5
8221,2019-06,Kansas,Illinois,12786,1.0,0,4502,5
8222,2019-06,Kansas,Kansas,306,0.0,0,176,5
8223,2019-06,Kansas,Michigan,2,0.0,0,810,5
8224,2019-06,Kansas,Minnesota,4330,0.0,0,545,5
8225,2019-06,Kansas,Missouri,6184,1862.0,0,392,5
8226,2019-06,Kansas,Nevada,4765,1377.0,0,1972,5
8227,2019-06,Kansas,Ohio,14,0.0,0,870,5
8228,2019-06,Kansas,Pennsylvania,32,410.0,0,2149,5
8229,2019-06,Kansas,Tennessee,194,0.0,0,605,5
8230,2019-06,Kansas,Texas,27951,69.0,0,4960,5
8231,2019-06,Kansas,Washington,2048,0.0,0,1430,5
8232,2019-06,Kansas,Wisconsin,4,0.0,0,622,5
8233,2019-06,Kentucky,Alabama,14,0.0,0,326,5
8234,2019-06,Kentucky,Arizona,7576,6338.0,0,6197,5
8235,2019-06,Kentucky,California,30150,14536.0,6986,30380,5
8236,2019-06,Kentucky,Colorado,35291,12594.0,803,9696,5
8237,2019-06,Kentucky,Connecticut,1273,0.0,0,2060,5
8238,2019-06,Kentucky,Florida,121209,6267.0,49,29534,5
8239,2019-06,Kentucky,Georgia,87246,70644.0,29722,3608,5
8240,2019-06,Kentucky,Idaho,60,0.0,0,1661,5
8241,2019-06,Kentucky,Illinois,72831,68200.0,0,5960,5
8242,2019-06,Kentucky,Louisiana,1651,0.0,0,1402,5
8243,2019-06,Kentucky,Maryland,23195,35667.0,0,1355,5
8244,2019-06,Kentucky,Massachusetts,10445,2737.0,62,3085,5
8245,2019-06,Kentucky,Michigan,23102,0.0,0,2570,5
8246,2019-06,Kentucky,Minnesota,21539,849.0,346,3692,5
8247,2019-06,Kentucky,Missouri,5247,0.0,0,1696,5
8248,2019-06,Kentucky,Nebraska,1,0.0,0,582,5
8249,2019-06,Kentucky,Nevada,19042,9980.0,0,10109,5
8250,2019-06,Kentucky,New Hampshire,64,3.0,0,1561,5
8251,2019-06,Kentucky,New Jersey,17242,0.0,0,5340,5
8252,2019-06,Kentucky,New Mexico,8,0.0,0,1241,5
8253,2019-06,Kentucky,New York,29090,0.0,0,5811,5
8254,2019-06,Kentucky,North Carolina,40206,2498.0,0,3407,5
8255,2019-06,Kentucky,Ohio,6,0.0,0,525,5
8256,2019-06,Kentucky,Oklahoma,1,0.0,0,576,5
8257,2019-06,Kentucky,Oregon,14,0.0,0,3925,5
8258,2019-06,Kentucky,Pennsylvania,21802,458.0,150,3193,5
8259,2019-06,Kentucky,Puerto Rico,205,0.0,0,1806,5
8260,2019-06,Kentucky,Rhode Island,1151,0.0,0,1519,5
8261,2019-06,Kentucky,South Carolina,6275,0.0,0,2400,5
8262,2019-06,Kentucky,South Dakota,1,0.0,0,701,5
8263,2019-06,Kentucky,Tennessee,9,0.0,0,646,5
8264,2019-06,Kentucky,Texas,66294,13127.0,0,26417,5
8265,2019-06,Kentucky,Utah,8039,7498.0,2358,2900,5
8266,2019-06,Kentucky,Virginia,28751,450.0,0,5162,5
8267,2019-06,Kentucky,Washington,4293,4199.0,0,3910,5
8268,2019-06,Louisiana,Alabama,27,6.0,0,321,5
8269,2019-06,Louisiana,Arizona,4872,16892.0,0,1300,5
8270,2019-06,Louisiana,California,43454,109686.0,13803,26498,5
8271,2019-06,Louisiana,Colorado,32020,39586.0,1888,9204,5
8272,2019-06,Louisiana,Connecticut,37,0.0,0,2558,5
8273,2019-06,Louisiana,Florida,72616,41992.0,1996,9074,5
8274,2019-06,Louisiana,Georgia,102395,37538.0,29285,5730,5
8275,2019-06,Louisiana,Idaho,36,0.0,0,1706,5
8276,2019-06,Louisiana,Illinois,30254,40381.0,450,6677,5
8277,2019-06,Louisiana,Indiana,587,358.0,0,707,5
8278,2019-06,Louisiana,Kentucky,1656,0.0,0,1321,5
8279,2019-06,Louisiana,Maryland,18796,38748.0,0,1996,5
8280,2019-06,Louisiana,Massachusetts,9764,0.0,0,5472,5
8281,2019-06,Louisiana,Michigan,13139,1428.0,245,2778,5
8282,2019-06,Louisiana,Minnesota,6925,2747.0,5,3117,5
8283,2019-06,Louisiana,Missouri,10699,20276.0,0,1293,5
8284,2019-06,Louisiana,Nebraska,136,538.0,0,841,5
8285,2019-06,Louisiana,Nevada,14491,31143.0,0,6035,5
8286,2019-06,Louisiana,New Hampshire,51,0.0,0,1371,5
8287,2019-06,Louisiana,New Jersey,16432,2057.0,308,3501,5
8288,2019-06,Louisiana,New Mexico,172,210.0,0,1014,5
8289,2019-06,Louisiana,New York,33281,2942.0,3951,8322,5
8290,2019-06,Louisiana,North Carolina,32091,2469.0,9637,8631,5
8291,2019-06,Louisiana,Ohio,3811,81.0,0,3446,5
8292,2019-06,Louisiana,Oklahoma,191,282.0,0,1105,5
8293,2019-06,Louisiana,Oregon,31,0.0,0,2050,5
8294,2019-06,Louisiana,Pennsylvania,11920,951.0,9,7281,5
8295,2019-06,Louisiana,Puerto Rico,51,0.0,0,1720,5
8296,2019-06,Louisiana,Rhode Island,123,0.0,0,1326,5
8297,2019-06,Louisiana,South Carolina,96,0.0,0,1850,5
8298,2019-06,Louisiana,Tennessee,12390,13253.0,0,819,5
8299,2019-06,Louisiana,Texas,190492,107216.0,9841,15723,5
8300,2019-06,Louisiana,Utah,4503,1163.0,3725,2856,5
8301,2019-06,Louisiana,Virginia,19699,4249.0,223,4788,5
8302,2019-06,Louisiana,Washington,5926,7159.0,0,6064,5
8303,2019-06,Louisiana,Wisconsin,305,1014.0,0,903,5
8304,2019-06,Maine,Colorado,3079,0.0,0,5346,5
8305,2019-06,Maine,Florida,6061,0.0,0,11269,5
8306,2019-06,Maine,Georgia,11127,331.0,0,1027,5
8307,2019-06,Maine,Illinois,15828,91.0,0,9307,5
8308,2019-06,Maine,Kentucky,10,0.0,0,810,5
8309,2019-06,Maine,Louisiana,1,0.0,0,1446,5
8310,2019-06,Maine,Maryland,12835,0.0,0,452,5
8311,2019-06,Maine,Massachusetts,2127,0.0,0,692,5
8312,2019-06,Maine,Michigan,7037,124.0,0,2754,5
8313,2019-06,Maine,Missouri,1,0.0,0,1297,5
8314,2019-06,Maine,New Jersey,9820,49.0,0,2830,5
8315,2019-06,Maine,New York,22396,5.0,0,3893,5
8316,2019-06,Maine,North Carolina,10217,70.0,0,3947,5
8317,2019-06,Maine,Pennsylvania,13954,2075.0,0,2511,5
8318,2019-06,Maine,Texas,44,0.0,0,3509,5
8319,2019-06,Maine,Virginia,17895,425.0,0,4264,5
8320,2019-06,Maine,Wisconsin,4,0.0,0,887,5
8321,2019-06,Maryland,Alabama,4043,2759.0,0,682,5
8322,2019-06,Maryland,Arizona,15763,26157.0,2011,5997,5
8323,2019-06,Maryland,Arkansas,22,160.0,0,912,5
8324,2019-06,Maryland,California,68616,119910.0,29714,35503,5
8325,2019-06,Maryland,Colorado,39414,62375.0,31507,5964,5
8326,2019-06,Maryland,Connecticut,18410,47260.0,0,566,5
8327,2019-06,Maryland,Florida,187196,115927.0,0,14953,5
8328,2019-06,Maryland,Georgia,82549,29008.0,44237,2874,5
8329,2019-06,Maryland,Idaho,77,0.0,0,2059,5
8330,2019-06,Maryland,Illinois,65521,41824.0,30739,3716,5
8331,2019-06,Maryland,Indiana,11600,18432.0,0,516,5
8332,2019-06,Maryland,Iowa,68,0.0,0,910,5
8333,2019-06,Maryland,Kentucky,21687,17396.0,0,1355,5
8334,2019-06,Maryland,Louisiana,18166,7341.0,0,1996,5
8335,2019-06,Maryland,Maine,13419,0.0,0,452,5
